# @generated by scripts/rpctrace/decode_rpctrace.py --extract-names
# source: open-gpu-kernel-modules rpc_global_enums.h
# Identifier names only. Regenerate from any checkout.
189	CTRL_MASTER_GET_VIRTUAL_FUNCTION_ERROR_CONT_INTR_MASK
190	RESERVED_190
191	CTRL_SUBDEVICE_GET_P2P_CAPS
192	CTRL_BUS_SET_P2P_MAPPING
193	CTRL_BUS_UNSET_P2P_MAPPING
194	CTRL_FLA_SETUP_INSTANCE_MEM_BLOCK
195	CTRL_GPU_MIGRATABLE_OPS
196	CTRL_GET_TOTAL_HS_CREDITS
197	CTRL_GET_HS_CREDITS
198	CTRL_SET_HS_CREDITS
199	CTRL_PM_AREA_PC_SAMPLER
200	INVALIDATE_TLB
201	CTRL_GPU_QUERY_ECC_STATUS
202	ECC_NOTIFIER_WRITE_ACK
203	CTRL_DBG_GET_MODE_MMU_DEBUG
204	RM_API_CONTROL
205	CTRL_CMD_INTERNAL_GPU_START_FABRIC_PROBE
206	CTRL_NVLINK_GET_INBAND_RECEIVED_DATA
207	GET_STATIC_DATA
208	RESERVED_208
209	CTRL_GPU_GET_INFO_V2
210	GET_BRAND_CAPS
211	CTRL_CMD_NVLINK_INBAND_SEND_DATA
212	UPDATE_GPM_GUEST_BUFFER_INFO
213	CTRL_CMD_INTERNAL_CONTROL_GSP_TRACE
214	CTRL_SET_ZBC_STENCIL_CLEAR
215	CTRL_SUBDEVICE_GET_VGPU_HEAP_STATS
216	CTRL_SUBDEVICE_GET_LIBOS_HEAP_STATS
217	CTRL_DBG_SET_MODE_MMU_GCC_DEBUG
218	CTRL_DBG_GET_MODE_MMU_GCC_DEBUG
219	CTRL_RESERVE_HES
220	CTRL_RELEASE_HES
221	CTRL_RESERVE_CCU_PROF
222	CTRL_RELEASE_CCU_PROF
223	SETUP_HIBERNATION_BUFFER
224	CTRL_CMD_GET_CHIPLET_HS_CREDIT_POOL
225	CTRL_CMD_GET_HS_CREDITS_MAPPING
226	CTRL_EXEC_PARTITIONS_EXPORT
227	CTRL_CMD_INTERNAL_GPU_CHECK_CTS_ID_VALID
228	INIT_GSP_TRACE_CRASH_BUFFER
229	NUM_FUNCTIONS
4096	EVENT_FIRST_EVENT
4097	EVENT_GSP_INIT_DONE
4098	EVENT_GSP_RUN_CPU_SEQUENCER
4099	EVENT_POST_EVENT
4100	EVENT_RC_TRIGGERED
4101	EVENT_MMU_FAULT_QUEUED
4102	EVENT_OS_ERROR_LOG
4103	EVENT_RG_LINE_INTR
4104	EVENT_GPUACCT_PERFMON_UTIL_SAMPLES
4105	EVENT_SIM_READ
4106	EVENT_SIM_WRITE
4107	EVENT_SEMAPHORE_SCHEDULE_CALLBACK
