# tag	field	nvkvm-pv	driver-matrix	verdict
595.44.14	uvm_register_gpu_size	40	40	agree
595.44.14	uvm_register_gpu_fd_off	24	24	agree
595.44.14	uvm_register_gpu_status_off	36	36	agree
595.44.14	uvm_register_gpu_hclient_off	28	28	agree
595.44.14	uvm_register_gpu_hsmcpart_off	32	32	agree
595.44.14	chan_alloc_size	368	368	agree
595.44.14	vaspace_alloc_size	56	56	agree
595.44.14	mem_alloc_size	128	128	agree
595.44.14	nv00de_alloc_size	8	8	agree
595.44.14	nvos46_size	64	64	agree
595.44.14	nvos46_status_off	56	56	agree
595.45.04	uvm_map_ext_size	9264	9264	agree
595.45.04	uvm_map_ext_fd_off	9248	9248	agree
595.45.04	uvm_sem_pool_size	9248	9248	agree
595.45.04	uvm_register_gpu_size	40	40	agree
595.45.04	uvm_register_gpu_fd_off	24	24	agree
595.45.04	uvm_register_gpu_status_off	36	36	agree
595.45.04	uvm_register_gpu_hclient_off	28	28	agree
595.45.04	uvm_register_gpu_hsmcpart_off	32	32	agree
595.45.04	chan_alloc_size	368	368	agree
595.45.04	vaspace_alloc_size	56	56	agree
595.45.04	mem_alloc_size	128	128	agree
595.45.04	nv00de_alloc_size	8	8	agree
595.45.04	nvos46_size	64	64	agree
595.45.04	nvos46_status_off	56	56	agree
595.58.03	uvm_map_ext_size	9264	9264	agree
595.58.03	uvm_map_ext_fd_off	9248	9248	agree
595.58.03	uvm_sem_pool_size	9248	9248	agree
595.58.03	uvm_register_gpu_size	40	40	agree
595.58.03	uvm_register_gpu_fd_off	24	24	agree
595.58.03	uvm_register_gpu_status_off	36	36	agree
595.58.03	uvm_register_gpu_hclient_off	28	28	agree
595.58.03	uvm_register_gpu_hsmcpart_off	32	32	agree
595.58.03	chan_alloc_size	368	368	agree
595.58.03	vaspace_alloc_size	56	56	agree
595.58.03	mem_alloc_size	128	128	agree
595.58.03	nv00de_alloc_size	8	8	agree
595.58.03	nvos46_size	64	64	agree
595.58.03	nvos46_status_off	56	56	agree
595.71.05	uvm_map_ext_size	9264	9264	agree
595.71.05	uvm_map_ext_fd_off	9248	9248	agree
595.71.05	uvm_sem_pool_size	9248	9248	agree
595.71.05	uvm_register_gpu_size	40	40	agree
595.71.05	uvm_register_gpu_fd_off	24	24	agree
595.71.05	uvm_register_gpu_status_off	36	36	agree
595.71.05	uvm_register_gpu_hclient_off	28	28	agree
595.71.05	uvm_register_gpu_hsmcpart_off	32	32	agree
595.71.05	chan_alloc_size	368	368	agree
595.71.05	vaspace_alloc_size	56	56	agree
595.71.05	mem_alloc_size	128	128	agree
595.71.05	nv00de_alloc_size	8	8	agree
595.71.05	nvos46_size	64	64	agree
595.71.05	nvos46_status_off	56	56	agree
595.80	uvm_map_ext_size	9264	9264	agree
595.80	uvm_map_ext_fd_off	9248	9248	agree
595.80	uvm_sem_pool_size	9248	9248	agree
595.80	uvm_register_gpu_size	40	40	agree
595.80	uvm_register_gpu_fd_off	24	24	agree
595.80	uvm_register_gpu_status_off	36	36	agree
595.80	uvm_register_gpu_hclient_off	28	28	agree
595.80	uvm_register_gpu_hsmcpart_off	32	32	agree
595.80	chan_alloc_size	368	368	agree
595.80	vaspace_alloc_size	56	56	agree
595.80	mem_alloc_size	128	128	agree
595.80	nv00de_alloc_size	8	8	agree
595.80	nvos46_size	64	64	agree
595.80	nvos46_status_off	56	56	agree
595.84	uvm_map_ext_size	9264	9264	agree
595.84	uvm_map_ext_fd_off	9248	9248	agree
595.84	uvm_sem_pool_size	9248	9248	agree
595.84	uvm_register_gpu_size	40	40	agree
595.84	uvm_register_gpu_fd_off	24	24	agree
595.84	uvm_register_gpu_status_off	36	36	agree
595.84	uvm_register_gpu_hclient_off	28	28	agree
595.84	uvm_register_gpu_hsmcpart_off	32	32	agree
595.84	chan_alloc_size	368	368	agree
595.84	vaspace_alloc_size	56	56	agree
595.84	mem_alloc_size	128	128	agree
595.84	nv00de_alloc_size	8	8	agree
595.84	nvos46_size	64	64	agree
595.84	nvos46_status_off	56	56	agree
595.91.07	uvm_map_ext_size	9264	9264	agree
595.91.07	uvm_map_ext_fd_off	9248	9248	agree
595.91.07	uvm_sem_pool_size	9248	9248	agree
595.91.07	uvm_register_gpu_size	40	40	agree
595.91.07	uvm_register_gpu_fd_off	24	24	agree
595.91.07	uvm_register_gpu_status_off	36	36	agree
595.91.07	uvm_register_gpu_hclient_off	28	28	agree
595.91.07	uvm_register_gpu_hsmcpart_off	32	32	agree
595.91.07	chan_alloc_size	368	368	agree
595.91.07	vaspace_alloc_size	56	56	agree
595.91.07	mem_alloc_size	128	128	agree
595.91.07	nv00de_alloc_size	8	8	agree
595.91.07	nvos46_size	64	64	agree
595.91.07	nvos46_status_off	56	56	agree
610.43.02	uvm_map_ext_size	9264	9264	agree
610.43.02	uvm_map_ext_fd_off	9248	9248	agree
610.43.02	uvm_sem_pool_size	9248	9248	agree
610.43.02	uvm_register_gpu_size	40	40	agree
610.43.02	uvm_register_gpu_fd_off	24	24	agree
610.43.02	uvm_register_gpu_status_off	36	36	agree
610.43.02	uvm_register_gpu_hclient_off	28	28	agree
610.43.02	uvm_register_gpu_hsmcpart_off	32	32	agree
610.43.02	chan_alloc_size	376	376	agree
610.43.02	vaspace_alloc_size	56	56	agree
610.43.02	mem_alloc_size	128	128	agree
610.43.02	nv00de_alloc_size	8	8	agree
610.43.02	nvos46_size	64	64	agree
610.43.02	nvos46_status_off	56	56	agree
610.43.03	uvm_map_ext_size	9264	9264	agree
610.43.03	uvm_map_ext_fd_off	9248	9248	agree
610.43.03	uvm_sem_pool_size	9248	9248	agree
610.43.03	uvm_register_gpu_size	40	40	agree
610.43.03	uvm_register_gpu_fd_off	24	24	agree
610.43.03	uvm_register_gpu_status_off	36	36	agree
610.43.03	uvm_register_gpu_hclient_off	28	28	agree
610.43.03	uvm_register_gpu_hsmcpart_off	32	32	agree
610.43.03	chan_alloc_size	376	376	agree
610.43.03	vaspace_alloc_size	56	56	agree
610.43.03	mem_alloc_size	128	128	agree
610.43.03	nv00de_alloc_size	8	8	agree
610.43.03	nvos46_size	64	64	agree
610.43.03	nvos46_status_off	56	56	agree
610.57.04	uvm_map_ext_size	9264	9264	agree
610.57.04	uvm_map_ext_fd_off	9248	9248	agree
610.57.04	uvm_sem_pool_size	9248	9248	agree
610.57.04	uvm_register_gpu_size	40	40	agree
610.57.04	uvm_register_gpu_fd_off	24	24	agree
610.57.04	uvm_register_gpu_status_off	36	36	agree
610.57.04	uvm_register_gpu_hclient_off	28	28	agree
610.57.04	uvm_register_gpu_hsmcpart_off	32	32	agree
610.57.04	chan_alloc_size	376	376	agree
610.57.04	vaspace_alloc_size	56	56	agree
610.57.04	mem_alloc_size	128	128	agree
610.57.04	nv00de_alloc_size	8	8	agree
610.57.04	nvos46_size	64	64	agree
610.57.04	nvos46_status_off	56	56	agree
# cells compared 2338: agree 2338, DISAGREE 0
