# kind	item	first_tag	last_tag	value    (measured by tools/drivermatrix/dm.py; tags 535.309.01..615.71.09, 29 of them)
# tags	535.309.01 545.23.08 550.40.07 550.54.14 550.90.07 555.42.02 560.28.03 565.57.01 570.86.15 570.124.06 570.148.08 575.51.02 575.51.03 575.57.08 575.64.05 580.65.06 580.82.07 580.94.02 580.95.05 580.105.08 580.126.09 580.159.04 580.173.02 580.178.04 590.48.01 595.84 610.43.02 610.57.04 615.71.09
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_COHERENCE_INFO_FULLY_COHERENT	580.65.06	615.71.09	1
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_COHERENCE_INFO_NON_FULLY_COHERENT	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_COHERENCE_INFO_NON_FULLY_COHERENT	580.65.06	615.71.09	0
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_COMPRESSION_SIZE	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_DRAM_PAGE_STRIDE	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_ECC_STATUS_SIZE	535.309.01	615.71.09	53
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_EFFECTIVE_BW	535.309.01	615.71.09	15
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_FBP_COUNT	535.309.01	615.71.09	25
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_FBP_MASK	535.309.01	615.71.09	26
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_FB_IS_BROKEN	535.309.01	615.71.09	24
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_FB_TAX_SIZE_KB	535.309.01	615.71.09	16
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_FORCED_BAR1_64KB_MAPPING_ENABLED	535.309.01	615.71.09	47
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_GPU_VADDR_HEAP_SIZE_KB	535.309.01	615.71.09	15
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_GPU_VADDR_MAPPBLE_SIZE_KB	535.309.01	615.71.09	15
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_GPU_VADDR_SPACE_SIZE_KB	535.309.01	615.71.09	15
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_BASE_KB	535.309.01	615.71.09	17
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_FREE	535.309.01	615.71.09	22
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_OFFLINE_SIZE	535.309.01	615.71.09	39
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_RECLAIMABLE	535.309.01	590.48.01	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_RECLAIMABLE	595.84	595.84	60
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_RECLAIMABLE	610.43.02	610.57.04	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_RECLAIMABLE	615.71.09	615.71.09	68
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_SIZE	535.309.01	615.71.09	9
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_HEAP_START	535.309.01	615.71.09	30
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_IS_ZERO_FB	535.309.01	535.309.01	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_IS_ZERO_FB	545.23.08	615.71.09	54
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_L2CACHE_ONLY_MODE	535.309.01	615.71.09	36
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_L2CACHE_SIZE	535.309.01	615.71.09	27
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LARGEST_FREE_REGION_BASE_KB	535.309.01	615.71.09	19
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LARGEST_FREE_REGION_SIZE_KB	535.309.01	615.71.09	18
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_COUNT	535.309.01	615.71.09	34
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK	535.309.01	615.71.09	43
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_0	535.309.01	555.42.02	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_0	560.28.03	615.71.09	43
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_1	535.309.01	555.42.02	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_1	560.28.03	615.71.09	56
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_2	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_2	610.43.02	615.71.09	62
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_3	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_3	610.43.02	615.71.09	63
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_4	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_4	610.43.02	615.71.09	64
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_5	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_5	610.43.02	615.71.09	65
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_6	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_6	610.43.02	615.71.09	66
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_7	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTC_MASK_7	610.43.02	615.71.09	67
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_LTS_COUNT	535.309.01	615.71.09	35
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAPPABLE_HEAP_SIZE	535.309.01	615.71.09	10
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAX	535.309.01	535.309.01	53
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAX	545.23.08	555.42.02	54
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAX	560.28.03	575.64.05	56
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAX	580.65.06	580.65.06	57
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAX	580.82.07	590.48.01	59
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAX	595.84	595.84	60
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAX	610.43.02	610.57.04	67
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MAX	615.71.09	615.71.09	68
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_MEMORYINFO_VENDOR_ID	535.309.01	615.71.09	28
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_NUMA_NODE_ID	535.309.01	580.65.06	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_NUMA_NODE_ID	580.82.07	615.71.09	59
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_OVERLAY_OFFSET_ADJUSTMENT	535.309.01	615.71.09	15
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_P2P_MAILBOX_ALIGNMENT	535.309.01	615.71.09	49
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_P2P_MAILBOX_BAR1_MAX_OFFSET_64KB	535.309.01	615.71.09	50
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_P2P_MAILBOX_SIZE	535.309.01	615.71.09	48
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_COUNT	535.309.01	615.71.09	4
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK	535.309.01	615.71.09	20
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK_0	535.309.01	555.42.02	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK_0	560.28.03	615.71.09	20
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK_1	535.309.01	555.42.02	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK_1	560.28.03	615.71.09	55
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK_2	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK_2	610.43.02	615.71.09	60
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK_3	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PARTITION_MASK_3	610.43.02	615.71.09	61
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PROTECTED_MEM_SIZE_FREE_KB	535.309.01	615.71.09	52
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PROTECTED_MEM_SIZE_TOTAL_KB	535.309.01	615.71.09	51
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_PSEUDO_CHANNEL_MODE	535.309.01	615.71.09	37
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_RAM_CFG	535.309.01	615.71.09	12
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_RAM_LOCATION	535.309.01	615.71.09	23
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_RAM_SIZE	535.309.01	615.71.09	7
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_RAM_TYPE	535.309.01	615.71.09	13
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_SMOOTHDISP_RSVD_BAR1_SIZE	535.309.01	615.71.09	38
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_SUSPEND_RESUME_RSVD_SIZE	535.309.01	615.71.09	41
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_TILE_REGION_COUNT	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_TILE_REGION_FREE_COUNT	535.309.01	615.71.09	3
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_TOTAL_RAM_SIZE	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_TRAINIG_2T	535.309.01	615.71.09	33
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_USABLE_RAM_SIZE	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_VISTA_RESERVED_HEAP_SIZE	535.309.01	615.71.09	21
value	ctrl_limits:NV2080_CTRL_FB_INFO_MAX_LIST_SIZE	535.309.01	535.309.01	54
value	ctrl_limits:NV2080_CTRL_FB_INFO_MAX_LIST_SIZE	545.23.08	555.42.02	55
value	ctrl_limits:NV2080_CTRL_FB_INFO_MAX_LIST_SIZE	560.28.03	575.64.05	57
value	ctrl_limits:NV2080_CTRL_FB_INFO_MAX_LIST_SIZE	580.65.06	615.71.09	128
value	ctrl_limits:NV2080_CTRL_FB_NUMA_INFO_MAX_OFFLINE_ADDRESSES	535.309.01	615.71.09	64
value	ctrl_limits:NV2080_CTRL_FB_OFFLINED_PAGES_MAX_PAGES	535.309.01	615.71.09	64
value	ctrl_limits:NV2080_CTRL_FB_OFFLINED_PAGES_PAGE_SIZE_128K	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_FB_OFFLINED_PAGES_PAGE_SIZE_4K	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_FB_OFFLINED_PAGES_PAGE_SIZE_64K	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_FB_REMAPPED_BANKS_MAX_BANKS	535.309.01	580.178.04	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_REMAPPED_BANKS_MAX_BANKS	590.48.01	615.71.09	512
value	ctrl_limits:NV2080_CTRL_FB_REMAPPED_ROWS_MAX_ROWS	535.309.01	615.71.09	512
value	ctrl_limits:NV2080_CTRL_FIFO_BIND_ENGINES_MAX_CHANNELS	535.309.01	580.178.04	16
value	ctrl_limits:NV2080_CTRL_FIFO_BIND_ENGINES_MAX_CHANNELS	590.48.01	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_FIFO_DISABLE_CHANNELS_FOR_KEY_ROTATION_MAX_ENTRIES	535.309.01	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_FIFO_DISABLE_CHANNELS_FOR_KEY_ROTATION_MAX_ENTRIES	550.40.07	615.71.09	64
value	ctrl_limits:NV2080_CTRL_FIFO_DISABLE_CHANNELS_MAX_ENTRIES	535.309.01	615.71.09	64
value	ctrl_limits:NV2080_CTRL_FIFO_GET_ALLOCATED_CHANNELS_MAX_CHANNELS	535.309.01	615.71.09	4096
value	ctrl_limits:NV2080_CTRL_FIFO_GET_CHANNEL_MEM_INFO_MAX_COUNT	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_FIFO_GET_DEVICE_INFO_TABLE_ENGINE_MAX_NAME_LEN	535.309.01	615.71.09	16
value	ctrl_limits:NV2080_CTRL_FIFO_GET_DEVICE_INFO_TABLE_ENGINE_MAX_PBDMA	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_FIFO_GET_DEVICE_INFO_TABLE_MAX_DEVICES	535.309.01	615.71.09	256
value	ctrl_limits:NV2080_CTRL_FIFO_GET_DEVICE_INFO_TABLE_MAX_ENTRIES	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_FIFO_GET_INFO_MAX_ENTRIES	535.309.01	615.71.09	256
value	ctrl_limits:NV2080_CTRL_FIFO_GET_PHYSICAL_CHANNEL_COUNT_PARAMS_MESSAGE_ID	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_BAR1_USERD_START_OFFSET	535.309.01	615.71.09	4
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_CHANNEL_GROUPS_IN_USE	535.309.01	615.71.09	6
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_CHANNEL_GROUPS_IN_USE_PER_ENGINE	535.309.01	615.71.09	9
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_DEFAULT_CHANNEL_TIMESLICE	535.309.01	615.71.09	5
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_INSTANCE_TOTAL	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_IS_PER_RUNLIST_CHANNEL_RAM_SUPPORTED	535.309.01	615.71.09	7
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_MAX	535.309.01	565.57.01	5
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_MAX	570.86.15	615.71.09	10
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_MAX_CHANNELS_PER_GROUP	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_MAX_CHANNEL_GROUPS	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_MAX_CHANNEL_GROUPS_PER_ENGINE	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_MAX_LOWER_SUBCONTEXT	535.309.01	565.57.01	ABSENT
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_MAX_LOWER_SUBCONTEXT	570.86.15	615.71.09	10
value	ctrl_limits:NV2080_CTRL_FIFO_INFO_INDEX_MAX_SUBCONTEXT_PER_GROUP	535.309.01	615.71.09	3
value	ctrl_limits:NV2080_CTRL_FIFO_OBJSCHED_SW_COUNT	535.309.01	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_FIFO_OBJSCHED_SW_COUNT	550.40.07	615.71.09	32
value	ctrl_limits:NV2080_CTRL_FIFO_OBJSCHED_SW_NCOUNTERS	535.309.01	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_FIFO_OBJSCHED_SW_NCOUNTERS	550.40.07	615.71.09	8
value	ctrl_limits:NV2080_CTRL_FIFO_VGPU_SWRUNLIST_MAX_CHANNEL_ENTRIES	535.309.01	610.57.04	ABSENT
value	ctrl_limits:NV2080_CTRL_FIFO_VGPU_SWRUNLIST_MAX_CHANNEL_ENTRIES	615.71.09	615.71.09	1024
value	ctrl_limits:NV2080_CTRL_FLCN_GET_CTX_BUFFER_SIZE_PARAMS_MESSAGE_ID	535.309.01	615.71.09	37
value	ctrl_limits:NV2080_CTRL_FLCN_USTREAMER_FEATURE__COUNT	535.309.01	570.148.08	2
value	ctrl_limits:NV2080_CTRL_FLCN_USTREAMER_FEATURE__COUNT	575.51.02	615.71.09	1
value	ctrl_limits:NV2080_CTRL_FLCN_USTREAMER_MASK_SIZE_BYTES	535.309.01	615.71.09	36
value	ctrl_limits:NV2080_CTRL_GPU_COMPUTE_POLICY_CONFIG_LIST_MAX	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_GPU_COMPUTE_POLICY_MAX	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_ECC_UNIT_COUNT	535.309.01	535.309.01	24
value	ctrl_limits:NV2080_CTRL_GPU_ECC_UNIT_COUNT	545.23.08	550.90.07	25
value	ctrl_limits:NV2080_CTRL_GPU_ECC_UNIT_COUNT	555.42.02	555.42.02	30
value	ctrl_limits:NV2080_CTRL_GPU_ECC_UNIT_COUNT	560.28.03	560.28.03	31
value	ctrl_limits:NV2080_CTRL_GPU_ECC_UNIT_COUNT	565.57.01	580.178.04	36
value	ctrl_limits:NV2080_CTRL_GPU_ECC_UNIT_COUNT	590.48.01	615.71.09	41
value	ctrl_limits:NV2080_CTRL_GPU_FABRIC_CLIQUE_MAX_SIZE	535.309.01	610.57.04	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_FABRIC_CLIQUE_MAX_SIZE	615.71.09	615.71.09	32
value	ctrl_limits:NV2080_CTRL_GPU_FAULT_PACKET_SIZE	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_GPU_GET_DIELET_INFO_MAX_SIZE	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_GET_DIELET_INFO_MAX_SIZE	610.43.02	615.71.09	256
value	ctrl_limits:NV2080_CTRL_GPU_GET_MAX_SUPPORTED_PAGE_SIZE_PARAMS_MESSAGE_ID	535.309.01	615.71.09	136
value	ctrl_limits:NV2080_CTRL_GPU_GET_PIDS_MAX_COUNT	535.309.01	615.71.09	950
value	ctrl_limits:NV2080_CTRL_GPU_GET_PID_INFO_MAX_COUNT	535.309.01	615.71.09	200
value	ctrl_limits:NV2080_CTRL_GPU_GET_VMMU_SEGMENT_SIZE_PARAMS_MESSAGE_ID	535.309.01	615.71.09	126
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_4K_PAGE_ISOLATION_REQUIRED	535.309.01	590.48.01	51
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_4K_PAGE_ISOLATION_REQUIRED	595.84	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_4K_PAGE_ISOLATION_REQUIRED_NO	535.309.01	590.48.01	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_4K_PAGE_ISOLATION_REQUIRED_NO	595.84	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_4K_PAGE_ISOLATION_REQUIRED_YES	535.309.01	590.48.01	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_4K_PAGE_ISOLATION_REQUIRED_YES	595.84	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CMP_SKU	535.309.01	615.71.09	60
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CMP_SKU_NO	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CMP_SKU_YES	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COHERENT_GPU_MEMORY_MODE	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COHERENT_GPU_MEMORY_MODE	580.65.06	615.71.09	68
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COHERENT_GPU_MEMORY_MODE_DRIVER	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COHERENT_GPU_MEMORY_MODE_DRIVER	580.65.06	615.71.09	2
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COHERENT_GPU_MEMORY_MODE_NONE	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COHERENT_GPU_MEMORY_MODE_NONE	580.65.06	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COHERENT_GPU_MEMORY_MODE_NUMA	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COHERENT_GPU_MEMORY_MODE_NUMA	580.65.06	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COMPR_BIT_BACKING_COPY_TYPE	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COMPR_BIT_BACKING_COPY_TYPE	580.65.06	615.71.09	69
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COMP_BIT_BACKING_COPY_TYPE_PHYSICAL	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COMP_BIT_BACKING_COPY_TYPE_PHYSICAL	580.65.06	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COMP_BIT_BACKING_COPY_TYPE_VIRTUAL	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_COMP_BIT_BACKING_COPY_TYPE_VIRTUAL	580.65.06	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CPU_COHERENT_CACHING_GPU_MEMORY_CAPABILITY	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CPU_COHERENT_CACHING_GPU_MEMORY_CAPABILITY	610.43.02	615.71.09	70
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CPU_COHERENT_CACHING_GPU_MEMORY_CAPABILITY_NO	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CPU_COHERENT_CACHING_GPU_MEMORY_CAPABILITY_NO	610.43.02	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CPU_COHERENT_CACHING_GPU_MEMORY_CAPABILITY_YES	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_CPU_COHERENT_CACHING_GPU_MEMORY_CAPABILITY_YES	610.43.02	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_DISPLAY_ENABLED	535.309.01	615.71.09	52
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_DMABUF_CAPABILITY	535.309.01	615.71.09	61
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_DMABUF_CAPABILITY_NO	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_DMABUF_CAPABILITY_YES	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_ECID_EXTENDED	535.309.01	550.90.07	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_ECID_EXTENDED	555.42.02	615.71.09	27
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_ECID_HI32	535.309.01	550.90.07	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_ECID_HI32	555.42.02	615.71.09	2
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_ECID_LO32	535.309.01	550.90.07	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_ECID_LO32	555.42.02	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GEMINI_BOARD	535.309.01	615.71.09	34
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GEMINI_BOARD_NO	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GEMINI_BOARD_YES	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GLOBAL_POISON_FUSE_ENABLED	535.309.01	615.71.09	39
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GLOBAL_POISON_FUSE_ENABLED_NO	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GLOBAL_POISON_FUSE_ENABLED_YES	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_ATS_CAPABILITY	535.309.01	615.71.09	48
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_ATS_CAPABILITY_NO	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_ATS_CAPABILITY_YES	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_COHERENT_CACHING_CPU_MEMORY_CAPABILITY	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_COHERENT_CACHING_CPU_MEMORY_CAPABILITY	610.43.02	615.71.09	71
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_COHERENT_CACHING_CPU_MEMORY_CAPABILITY_NO	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_COHERENT_CACHING_CPU_MEMORY_CAPABILITY_NO	610.43.02	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_COHERENT_CACHING_CPU_MEMORY_CAPABILITY_YES	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_COHERENT_CACHING_CPU_MEMORY_CAPABILITY_YES	610.43.02	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_DEBUGGING_CAPABILITY	535.309.01	615.71.09	55
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_DEBUGGING_CAPABILITY_DISABLED	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_DEBUGGING_CAPABILITY_ENABLED	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_FLA_CAPABILITY	535.309.01	615.71.09	45
value	ctrl_limits:NV2080_CTRL_GPU_INFO_INDEX_GPU_FLA_CAPABILITY_NO	535.309.01	615.71.09	0
