# kind	item	first_tag	last_tag	value    (measured by tools/drivermatrix/dm.py; tags 535.309.01..615.71.09, 29 of them)
# tags	535.309.01 545.23.08 550.40.07 550.54.14 550.90.07 555.42.02 560.28.03 565.57.01 570.86.15 570.124.06 570.148.08 575.51.02 575.51.03 575.57.08 575.64.05 580.65.06 580.82.07 580.94.02 580.95.05 580.105.08 580.126.09 580.159.04 580.173.02 580.178.04 590.48.01 595.84 610.43.02 610.57.04 615.71.09
value	ctrl_limits:NV2080_CTRL_BUS_INFO_INDEX_SYSMEM_CONNECTION_TYPE_C2C	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_BUS_INFO_INDEX_SYSMEM_CONNECTION_TYPE_NVLINK	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_BUS_INFO_INDEX_SYSMEM_CONNECTION_TYPE_PCIE	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_BUS_INFO_INDEX_TYPE	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_BUS_INFO_MAX_LIST_SIZE	535.309.01	615.71.09	52
value	ctrl_limits:NV2080_CTRL_BUS_INFO_PCIE_LINK_CAP_MAX_SPEED_16000MBPS	535.309.01	615.71.09	4
value	ctrl_limits:NV2080_CTRL_BUS_INFO_PCIE_LINK_CAP_MAX_SPEED_2500MBPS	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_BUS_INFO_PCIE_LINK_CAP_MAX_SPEED_32000MBPS	535.309.01	615.71.09	5
value	ctrl_limits:NV2080_CTRL_BUS_INFO_PCIE_LINK_CAP_MAX_SPEED_5000MBPS	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_BUS_INFO_PCIE_LINK_CAP_MAX_SPEED_64000MBPS	535.309.01	615.71.09	6
value	ctrl_limits:NV2080_CTRL_BUS_INFO_PCIE_LINK_CAP_MAX_SPEED_8000MBPS	535.309.01	615.71.09	3
value	ctrl_limits:NV2080_CTRL_BUS_MAX_NUM_GPUS	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_BUS_MAX_NUM_LANES	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_BUS_MAX_PCI_BARS	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_8B10B_ERRORS_COUNT	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_ASLM_COUNT	535.309.01	615.71.09	1048576
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_BAD_DLLP_COUNT	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_BAD_TLP_COUNT	535.309.01	615.71.09	16
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_CHIPSET_XMIT_L0S_ENTRY_COUNT	535.309.01	615.71.09	32768
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_CORR_ERROR_COUNT	535.309.01	615.71.09	4194304
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_DEEP_L1_ENTRY_COUNT	535.309.01	615.71.09	524288
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_FAILED_L0S_EXITS_COUNT	535.309.01	615.71.09	256
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_FATAL_ERROR_COUNT	535.309.01	615.71.09	16777216
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_GPU_XMIT_L0S_ENTRY_COUNT	535.309.01	615.71.09	65536
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L0_TO_RECOVERY_COUNT	535.309.01	615.71.09	8192
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L1P_ENTRY_COUNT	535.309.01	615.71.09	262144
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L1SS_TO_DEEP_L1_TIMEOUT_COUNT	535.309.01	615.71.09	536870912
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L1_1_ENTRY_COUNT	535.309.01	615.71.09	67108864
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L1_2_ABORT_COUNT	535.309.01	615.71.09	268435456
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L1_2_ENTRY_COUNT	535.309.01	615.71.09	134217728
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L1_ENTRY_COUNT	535.309.01	615.71.09	131072
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L1_SHORT_DURATION_COUNT	535.309.01	615.71.09	1073741824
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_L1_TO_RECOVERY_COUNT	535.309.01	615.71.09	4096
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_ELASTIC_FIFO_OVERFLOW	535.309.01	615.71.09	64
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_ERRORS	535.309.01	615.71.09	2048
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_OS_DATA_SEQ_ERR	535.309.01	615.71.09	4
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_RCVD_LANE_NUM_ERR	535.309.01	615.71.09	256
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_RCVD_LINK_NUM_ERR	535.309.01	615.71.09	128
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_RX_CLK_FIFO_OVERFLOW	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_SKPOS_LFSR_ERR	535.309.01	615.71.09	16
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_SYNC_HDR_CODING_ERR	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_SYNC_HDR_ORDER_ERR	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_TSX_DATA_SEQ_ERR	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LANE_TYPE	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_LCRC_ERRORS_COUNT	535.309.01	615.71.09	128
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_NAKS_RCVD_COUNT	535.309.01	615.71.09	1024
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_NAKS_SENT_COUNT	535.309.01	615.71.09	512
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_NON_FATAL_ERROR_COUNT	535.309.01	615.71.09	8388608
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_RECEIVER_ERRORS	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_RECOVERY_COUNT	535.309.01	615.71.09	16384
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_REPLAY_COUNT	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_REPLAY_ROLLOVER_COUNT	535.309.01	615.71.09	4
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_SYNC_HEADER_ERRORS_COUNT	535.309.01	615.71.09	64
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_TOTAL_CORR_ERROR_COUNT	535.309.01	615.71.09	2097152
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_TYPE	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_BUS_PEX_COUNTER_UNSUPP_REQ_COUNT	535.309.01	615.71.09	33554432
value	ctrl_limits:NV2080_CTRL_BUS_PEX_UTIL_COUNTER_NON_L0_L0S	535.309.01	615.71.09	64
value	ctrl_limits:NV2080_CTRL_BUS_PEX_UTIL_COUNTER_RX_BYTES	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_BUS_PEX_UTIL_COUNTER_RX_L0	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_BUS_PEX_UTIL_COUNTER_RX_L0S	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_BUS_PEX_UTIL_COUNTER_TX_BYTES	535.309.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_BUS_PEX_UTIL_COUNTER_TX_L0	535.309.01	615.71.09	4
value	ctrl_limits:NV2080_CTRL_BUS_PEX_UTIL_COUNTER_TX_L0S	535.309.01	615.71.09	16
value	ctrl_limits:NV2080_CTRL_CE_CAPS_TBL_SIZE	535.309.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_CE_GET_FAULT_METHOD_BUFFER_SIZE_PARAMS_MESSAGE_ID	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_CE_MAX_HSHUBS	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_CLK_PMUMON_CLK_DOMAINS_SAMPLE_COUNT	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_CLK_PMUMON_CLK_DOMAINS_SAMPLE_COUNT	610.43.02	615.71.09	250
value	ctrl_limits:NV2080_CTRL_CMD_BIF_DATA_PARAMS_MAX	535.309.01	590.48.01	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_BIF_DATA_PARAMS_MAX	595.84	615.71.09	32
value	ctrl_limits:NV2080_CTRL_CMD_BUS_CLEAR_PEX_COUNTERS	535.309.01	615.71.09	545265684
value	ctrl_limits:NV2080_CTRL_CMD_BUS_CLEAR_PEX_UTIL_COUNTERS	535.309.01	615.71.09	545265696
value	ctrl_limits:NV2080_CTRL_CMD_BUS_FREEZE_PEX_COUNTERS	535.309.01	615.71.09	545265685
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_INFO_MAX_C2C_INSTANCES	535.309.01	590.48.01	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_INFO_MAX_C2C_INSTANCES	595.84	615.71.09	2
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_INFO_MAX_C2C_LINKS	535.309.01	590.48.01	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_INFO_MAX_C2C_LINKS	595.84	615.71.09	14
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_INFO_MAX_C2C_LINKS_PER_INSTANCE	535.309.01	590.48.01	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_INFO_MAX_C2C_LINKS_PER_INSTANCE	595.84	615.71.09	7
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_PACKET_COUNTERS	535.309.01	590.48.01	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_PACKET_COUNTERS	595.84	615.71.09	545265719
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_PACKET_COUNTERS_PARAMS_MESSAGE_ID	535.309.01	590.48.01	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_C2C_PACKET_COUNTERS_PARAMS_MESSAGE_ID	595.84	615.71.09	55
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_PEX_COUNTERS	535.309.01	615.71.09	545265683
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_PEX_LANE_COUNTERS	535.309.01	615.71.09	545265686
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_PEX_LANE_COUNTERS_PARAMS_MESSAGE_ID	535.309.01	615.71.09	22
value	ctrl_limits:NV2080_CTRL_CMD_BUS_GET_PEX_UTIL_COUNTERS	535.309.01	615.71.09	545265689
value	ctrl_limits:NV2080_CTRL_CMD_CE_GET_FAULT_METHOD_BUFFER_SIZE	535.309.01	615.71.09	545270280
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_CLIENT_EXPOSED_COUNTERS	535.309.01	615.71.09	545272832
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_ECI_COUNTERS	535.309.01	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_ECI_COUNTERS	550.40.07	560.28.03	545272833
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_ECI_COUNTERS	565.57.01	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_SRAM_UNIQUE_UNCORR_COUNTS	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_SRAM_UNIQUE_UNCORR_COUNTS	580.65.06	615.71.09	545272834
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_VOLATILE_COUNTS	535.309.01	535.309.01	545272833
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_VOLATILE_COUNTS	545.23.08	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_VOLATILE_COUNTS	550.40.07	560.28.03	545272834
value	ctrl_limits:NV2080_CTRL_CMD_ECC_GET_VOLATILE_COUNTS	565.57.01	615.71.09	545272833
value	ctrl_limits:NV2080_CTRL_CMD_FB_GET_FB_REGION_INFO_MAX_ENTRIES	535.309.01	615.71.09	16
value	ctrl_limits:NV2080_CTRL_CMD_FB_STATS_MAX_OWNER	535.309.01	535.309.01	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_FB_STATS_MAX_OWNER	545.23.08	595.84	200
value	ctrl_limits:NV2080_CTRL_CMD_FB_STATS_MAX_OWNER	610.43.02	615.71.09	201
value	ctrl_limits:NV2080_CTRL_CMD_FIFO_GET_PHYSICAL_CHANNEL_COUNT	535.309.01	615.71.09	545263880
value	ctrl_limits:NV2080_CTRL_CMD_FIFO_MAX_CHANNELS_PER_TSG	535.309.01	565.57.01	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_FIFO_MAX_CHANNELS_PER_TSG	570.86.15	615.71.09	128
value	ctrl_limits:NV2080_CTRL_CMD_FLCN_GET_CTX_BUFFER_SIZE	535.309.01	615.71.09	545272101
value	ctrl_limits:NV2080_CTRL_CMD_GPU_GET_MAX_SUPPORTED_PAGE_SIZE	535.309.01	615.71.09	545259912
value	ctrl_limits:NV2080_CTRL_CMD_GPU_GET_PES_INFO_MAX_TPC_PER_GPC_COUNT	535.309.01	610.57.04	10
value	ctrl_limits:NV2080_CTRL_CMD_GPU_GET_PES_INFO_MAX_TPC_PER_GPC_COUNT	615.71.09	615.71.09	15
value	ctrl_limits:NV2080_CTRL_CMD_GPU_GET_VMMU_SEGMENT_SIZE	535.309.01	615.71.09	545259902
value	ctrl_limits:NV2080_CTRL_CMD_GPU_RPC_GSP_QUERY_SIZES	535.309.01	570.148.08	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_GPU_RPC_GSP_QUERY_SIZES	575.51.02	615.71.09	545260009
value	ctrl_limits:NV2080_CTRL_CMD_GR_GET_ATTRIBUTE_BUFFER_SIZE	535.309.01	615.71.09	545264158
value	ctrl_limits:NV2080_CTRL_CMD_GR_GET_CTX_BUFFER_SIZE	535.309.01	615.71.09	545264152
value	ctrl_limits:NV2080_CTRL_CMD_GR_GET_GLOBAL_SM_ORDER_MAX_SM_COUNT	535.309.01	615.71.09	512
value	ctrl_limits:NV2080_CTRL_CMD_GR_GET_VAT_ALARM_MAX_GPC_COUNT	535.309.01	580.178.04	10
value	ctrl_limits:NV2080_CTRL_CMD_GR_GET_VAT_ALARM_MAX_GPC_COUNT	590.48.01	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_GR_GET_VAT_ALARM_MAX_TPC_PER_GPC_COUNT	535.309.01	580.178.04	10
value	ctrl_limits:NV2080_CTRL_CMD_GR_GET_VAT_ALARM_MAX_TPC_PER_GPC_COUNT	590.48.01	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_GR_GFX_POOL_QUERY_SIZE	535.309.01	615.71.09	545264159
value	ctrl_limits:NV2080_CTRL_CMD_GSP_CRYPTO_CONTROL_NONCE_SIZE	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_GSP_CRYPTO_CONTROL_NONCE_SIZE	610.43.02	615.71.09	48
value	ctrl_limits:NV2080_CTRL_CMD_GSP_CRYPTO_CONTROL_RSA_EXPONENT_SIZE	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_GSP_CRYPTO_CONTROL_RSA_EXPONENT_SIZE	610.43.02	615.71.09	4
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_DEVICE_INFO_MAX_ENTRIES	535.309.01	545.23.08	88
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_DEVICE_INFO_MAX_ENTRIES	550.40.07	560.28.03	256
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_DEVICE_INFO_MAX_ENTRIES	565.57.01	615.71.09	512
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_FB_GET_HEAP_RESERVATION_SIZE	535.309.01	615.71.09	545262171
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_GET_COHERENT_FB_APERTURE_SIZE	535.309.01	550.90.07	545262298
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_GET_COHERENT_FB_APERTURE_SIZE	555.42.02	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_HSHUB_GET_MAX_HSHUBS_PER_SHIM	535.309.01	555.42.02	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_HSHUB_GET_MAX_HSHUBS_PER_SHIM	560.28.03	615.71.09	545262201
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_BSPS	535.309.01	615.71.09	8
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_CONSTRUCTED_FALCONS	535.309.01	545.23.08	64
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_CONSTRUCTED_FALCONS	550.40.07	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_MSENCS	535.309.01	545.23.08	3
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_MSENCS	550.40.07	615.71.09	8
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_NVDECS	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_NVDECS	610.43.02	615.71.09	8
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_NVENCS	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_MAX_NVENCS	610.43.02	615.71.09	8
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_PERF_CF_CONTROLLERS_MAX_ACTIVE_VGPU_VM_COUNT_MAX_VALUE	535.309.01	615.71.09	32
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_PERF_CF_CONTROLLERS_SET_MAX_VGPU_VM_COUNT	535.309.01	615.71.09	545262257
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_STATIC_KGR_GET_FECS_RECORD_SIZE	535.309.01	615.71.09	545262141
value	ctrl_limits:NV2080_CTRL_CMD_INTERNAL_STATIC_KGR_GET_FECS_RECORD_SIZE_PARAMS_MESSAGE_ID	535.309.01	615.71.09	61
value	ctrl_limits:NV2080_CTRL_CMD_NVD_GET_DUMP_SIZE	535.309.01	615.71.09	545268737
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_CLEAR_COUNTERS	535.309.01	615.71.09	545271813
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_CLEAR_COUNTERS_V2	535.309.01	550.90.07	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_CLEAR_COUNTERS_V2	555.42.02	615.71.09	545271889
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_CLEAR_LP_COUNTERS	535.309.01	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_CLEAR_LP_COUNTERS	550.40.07	615.71.09	545271890
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_CLEAR_REFRESH_COUNTERS	535.309.01	615.71.09	545271849
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_COUNTERS	535.309.01	615.71.09	545271812
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_COUNTERS_V2	535.309.01	550.90.07	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_COUNTERS_V2	555.42.02	615.71.09	545271888
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_LINK_FATAL_ERROR_COUNTS	535.309.01	615.71.09	545271817
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_LP_COUNTERS	535.309.01	615.71.09	545271832
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_NVLE_PKT_COUNTERS	535.309.01	595.84	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_NVLE_PKT_COUNTERS	610.43.02	615.71.09	545271967
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_REFRESH_COUNTERS	535.309.01	615.71.09	545271848
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_SUPPORTED_COUNTERS	535.309.01	555.42.02	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_GET_SUPPORTED_COUNTERS	560.28.03	615.71.09	545271924
value	ctrl_limits:NV2080_CTRL_CMD_NVLINK_READ_TP_COUNTERS	535.309.01	615.71.09	545271829
value	ctrl_limits:NV2080_CTRL_CMD_RC_GET_ERROR_COUNT	535.309.01	615.71.09	545268229
value	ctrl_limits:NV2080_CTRL_CMD_SUPPORTED_VGPU_SCHEDULER_POLICY_COUNT	535.309.01	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_CMD_SUPPORTED_VGPU_SCHEDULER_POLICY_COUNT	550.40.07	615.71.09	3
value	ctrl_limits:NV2080_CTRL_DMABUF_MAX_HANDLES	535.309.01	615.71.09	128
value	ctrl_limits:NV2080_CTRL_DMA_GET_INFO_MAX_ENTRIES	535.309.01	615.71.09	256
value	ctrl_limits:NV2080_CTRL_DMA_INFO_INDEX_MAX	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_DMA_INFO_INDEX_SYSTEM_ADDRESS_SIZE	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_ECC_GET_CLIENT_EXPOSED_COUNTERS_PARAMS_MESSAGE_ID	535.309.01	615.71.09	0
value	ctrl_limits:NV2080_CTRL_ECC_GET_ECI_COUNTERS_PARAMS_MESSAGE_ID	535.309.01	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_ECC_GET_ECI_COUNTERS_PARAMS_MESSAGE_ID	550.40.07	560.28.03	1
value	ctrl_limits:NV2080_CTRL_ECC_GET_ECI_COUNTERS_PARAMS_MESSAGE_ID	565.57.01	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_ECC_GET_SRAM_UNIQUE_UNCORR_COUNTS_PARAMS_MESSAGE_ID	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_ECC_GET_SRAM_UNIQUE_UNCORR_COUNTS_PARAMS_MESSAGE_ID	580.65.06	615.71.09	2
value	ctrl_limits:NV2080_CTRL_ECC_GET_VOLATILE_COUNTS_PARAMS_MESSAGE_ID	535.309.01	535.309.01	1
value	ctrl_limits:NV2080_CTRL_ECC_GET_VOLATILE_COUNTS_PARAMS_MESSAGE_ID	545.23.08	545.23.08	ABSENT
value	ctrl_limits:NV2080_CTRL_ECC_GET_VOLATILE_COUNTS_PARAMS_MESSAGE_ID	550.40.07	560.28.03	2
value	ctrl_limits:NV2080_CTRL_ECC_GET_VOLATILE_COUNTS_PARAMS_MESSAGE_ID	565.57.01	615.71.09	1
value	ctrl_limits:NV2080_CTRL_ECC_SRAM_UNIQUE_UNCORR_COUNTS_MAX_COUNT	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_ECC_SRAM_UNIQUE_UNCORR_COUNTS_MAX_COUNT	580.65.06	615.71.09	600
value	ctrl_limits:NV2080_CTRL_FB_DYNAMIC_BLACKLIST_MAX_ENTRIES	535.309.01	615.71.09	64
value	ctrl_limits:NV2080_CTRL_FB_DYNAMIC_BLACKLIST_MAX_PAGES	535.309.01	615.71.09	512
value	ctrl_limits:NV2080_CTRL_FB_FLUSH_GPU_CACHE_MAX_ADDRESSES	535.309.01	615.71.09	500
value	ctrl_limits:NV2080_CTRL_FB_FS_INFO_MAX_QUERIES	535.309.01	535.309.01	96
value	ctrl_limits:NV2080_CTRL_FB_FS_INFO_MAX_QUERIES	545.23.08	615.71.09	120
value	ctrl_limits:NV2080_CTRL_FB_FS_INFO_MAX_QUERY_SIZE	535.309.01	615.71.09	24
value	ctrl_limits:NV2080_CTRL_FB_GET_CARVEOUT_REGION_INFO_MAX_ENTRIES	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_GET_CARVEOUT_REGION_INFO_MAX_ENTRIES	580.65.06	615.71.09	8
value	ctrl_limits:NV2080_CTRL_FB_GET_MEM_ALIGNMENT_MAX_BANKS	535.309.01	570.148.08	4
value	ctrl_limits:NV2080_CTRL_FB_GET_MEM_ALIGNMENT_MAX_BANKS	575.51.02	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_GET_UGPU_MEMORY_INFO_MAX_UGPUS	535.309.01	580.178.04	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_GET_UGPU_MEMORY_INFO_MAX_UGPUS	590.48.01	615.71.09	2
value	ctrl_limits:NV2080_CTRL_FB_GPU_CACHE_ALLOC_POLICY_V2_ENTRY_SIZE	535.309.01	560.28.03	11
value	ctrl_limits:NV2080_CTRL_FB_GPU_CACHE_ALLOC_POLICY_V2_ENTRY_SIZE	565.57.01	615.71.09	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_HISTOGRAM_IDX_MAX_REMAPPED_ROWS	535.309.01	615.71.09	4
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_1TO1_COMPTAG_ENABLED	535.309.01	615.71.09	40
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_ACCESS_COUNTER_BUFFER_COUNT	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_ACCESS_COUNTER_BUFFER_COUNT	580.65.06	615.71.09	57
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_ALLOW_PAGE_RETIREMENT	535.309.01	615.71.09	42
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_BANK_COUNT	535.309.01	615.71.09	14
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_BANK_SWIZZLE_ALIGNMENT	535.309.01	615.71.09	6
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_BAR1_AVAIL_SIZE	535.309.01	615.71.09	29
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_BAR1_MAX_CONTIGUOUS_AVAIL_SIZE	535.309.01	615.71.09	31
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_BAR1_SIZE	535.309.01	615.71.09	5
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_BUS_WIDTH	535.309.01	615.71.09	11
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_COHERENCE_INFO	535.309.01	575.64.05	ABSENT
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_COHERENCE_INFO	580.65.06	615.71.09	58
value	ctrl_limits:NV2080_CTRL_FB_INFO_INDEX_COHERENCE_INFO_FULLY_COHERENT	535.309.01	575.64.05	ABSENT
