# ★ GENERATED by tools/derive_hwref.sh from ogkm 580.159.04 (b81d58e) with tools/hwref_spec.txt — regenerate, never edit.
# columns: dir<TAB>header<TAB>name<TAB>value — value is 0x<hex> (a value), <hi>:<lo> (a bit range, aperture
# or structure-bit range; decimal below 4096), mw:<hi>:<lo> (a multi-word field), off=0x<n> / size=0x<n> / absent
# (a struct member). Family resolution (which dir a family compiles against) lives in kf_chip::hwref.
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSCLR_SWGEN0_SET	0x1
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSTAT	0x8
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSTAT_HALT	4:4
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSTAT_HALT_TRUE	0x1
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSTAT_SWGEN0	6:6
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSTAT_SWGEN0_TRUE	0x1
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_MAILBOX0	0x40
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_MAILBOX1	0x44
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_OS	0x80
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_RM	0x84
ampere/ga100	dev_fault.h	NV_PFAULT_FAULT_TYPE_UNBOUND_INST_BLOCK	0x4
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_BAR1	0x80
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_BAR2	0xc0
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE0	0xf
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE1	0x10
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE2	0x11
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE3	0x12
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE4	0x13
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE5	0x14
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE6	0x15
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE7	0x16
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE8	0x17
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_CE9	0x18
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_DISPLAY	0x1
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_FLA	0x4
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_GRCOPY	0xf
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_IFB	0x9
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVDEC	0x19
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVDEC0	0x19
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVDEC1	0x1a
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVDEC2	0x1b
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVDEC3	0x1c
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVDEC4	0x1d
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVENC0	0xb
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVENC1	0xc
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVENC2	0xd
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_NVJPG0	0x1e
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_OFA0	0xa
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_PERF	0x8
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_PHYSICAL	0x1f
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_PTP	0x3
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_PWR_PMU	0x6
ampere/ga100	dev_fault.h	NV_PFAULT_MMU_ENG_ID_SEC	0xe
ampere/ga100	dev_fb.h	NV_PFB_NISO_FLUSH_SYSMEM_ADDR	0x100c10
ampere/ga100	dev_fb.h	NV_PFB_NISO_FLUSH_SYSMEM_ADDR_ADR_39_08	31:0
ampere/ga100	dev_fb.h	NV_PFB_NISO_FLUSH_SYSMEM_ADDR_ADR_39_08_INIT	0x0
ampere/ga100	dev_fb.h	NV_PFB_NISO_FLUSH_SYSMEM_ADDR_HI	0x100c40
